iter	RMSE
455	0.08041224345
456	0.08024160874
457	0.0802039594
458	0.08000677107
459	0.07969490507
460	0.07964965647
461	0.07944707688
462	0.07922859795
463	0.07911559901
464	0.0787981132
465	0.07876552961
466	0.07862449381
467	0.07848447022
468	0.07840923392
469	0.07820668741
470	0.07807383976
471	0.07791316138
472	0.07779716923
473	0.07759823459
474	0.07758749032
475	0.07743247525
476	0.07728390604
477	0.07720941975
478	0.07713893149
479	0.07691395768
480	0.0766807699
481	0.07660111848
482	0.07643042113
483	0.07629081747
484	0.07623968591
485	0.07619463769
486	0.07603868341
487	0.07593415198
488	0.07574196016
489	0.0755531307
490	0.0752992633
491	0.07516034406
492	0.0749833125
493	0.07483386519
494	0.07468150281
495	0.07453555398
496	0.0744200239
497	0.07427187694
498	0.07420264044
499	0.07409098175
500	0.0739547047
501	0.07372731104
502	0.07359551207
503	0.07348189198
504	0.07344633042
505	0.07330383209
506	0.07310364318
507	0.07306881921
508	0.07297489465
509	0.07285720453
510	0.07257235041
511	0.07234996086
512	0.07221138134
513	0.07200190643
514	0.07198756196
515	0.07189850746
516	0.07177009308
517	0.07161363644
518	0.07158172069
519	0.07145746437
520	0.07125112489
521	0.07101220791
522	0.07094471931
523	0.07072043302
524	0.07065917672
525	0.07056972927
526	0.07042541973
527	0.07031111356
528	0.07025018473
529	0.070152458
530	0.07009009693
531	0.06997979793
532	0.06984160686
533	0.06953306898
534	0.0693620369
535	0.06923174442
536	0.06918848469
537	0.06905880765
538	0.06883126985
539	0.0687241425
540	0.06859425449
541	0.06850452689
542	0.06842887763
543	0.06826001775
544	0.06819196087
545	0.06816065408
546	0.06800028287
547	0.06791067504
548	0.06779829738
549	0.06767512133
550	0.06752146438
551	0.06739136267
552	0.06728946717
553	0.0671488596
554	0.06699444074
555	0.06686898874
556	0.0666872223
557	0.06660189047
558	0.06656820761
559	0.0664055132
560	0.06622646204
561	0.06606909803
562	0.06601209547
563	0.06590924227
564	0.06581508116
565	0.06568234988
566	0.06559285305
567	0.06542179382
568	0.06528129779
569	0.065191942
570	0.06504814914
571	0.06486599277
572	0.06481706187
573	0.06465036513
574	0.0645532157
575	0.06447391375
576	0.06426854013
577	0.06413501456
578	0.06404234132
579	0.06395641882
580	0.06387875645
581	0.06384035766
582	0.06370936149
583	0.06353772292
584	0.06344473974
585	0.06329680804
586	0.06318139007
587	0.06295986578
588	0.06288806862
589	0.06281382975
590	0.06268589252
591	0.06246262719
592	0.06244654239
593	0.06233204863
594	0.06217853038
595	0.06214435623
596	0.06186647149
597	0.06173960267
598	0.06164638444
599	0.06155194947
600	0.06139355226
601	0.0612123945
602	0.0610830883
603	0.06088551429
604	0.0608292451
605	0.06070311641
606	0.06059841854
607	0.06051959863
608	0.06047230765
609	0.06040441207
610	0.06033899736
611	0.06020493627
612	0.06005244625
613	0.05997550603
614	0.05978018534
615	0.05957351195
616	0.05947196984
617	0.05939776534
618	0.05938655952
619	0.05933669932
620	0.05920211163
621	0.05917203367
622	0.0590687821
623	0.05891777727
624	0.05889418674
625	0.05886883196
626	0.05870426668
627	0.05857785358
628	0.05846292824
629	0.05836389501
630	0.05830491784
631	0.05816929176
632	0.05807175415
633	0.05802001029
634	0.05799587886
635	0.05794038122
636	0.05787330556
637	0.05774533725
638	0.05766397175
639	0.05763804095
640	0.05752847177
641	0.05743699177
642	0.05735403036
643	0.057261762
644	0.05712097063
645	0.05698977465
646	0.05689142568
647	0.0568324041
648	0.05675131837
649	0.0566329501
650	0.05659289916
651	0.05636475253
652	0.05631050487
653	0.05622435786
654	0.05614292713
655	0.05612754201
656	0.05602571236
657	0.0558547134
658	0.0557771209
659	0.05565894125
660	0.05557939579
661	0.05536083717
662	0.05528534536
663	0.05520977015
664	0.05506054835
665	0.05498203681
666	0.05490699764
667	0.05478975647
668	0.05476282354
669	0.05468908616
670	0.05455347203
671	0.05445692482
672	0.05437609947
673	0.05427932688
674	0.0542624749
675	0.05412700572
676	0.05399232746
677	0.05390132896
678	0.05388342522
679	0.05380710352
680	0.05373134571
681	0.05363033693
682	0.05360970874
683	0.0535913389
684	0.05357019876
685	0.05340835043
686	0.05330470327
687	0.05327762475
688	0.05317900968
689	0.05310278872
690	0.0529860922
691	0.05286396409
692	0.05278735906
693	0.0527177097
694	0.05261611076
695	0.05250746479
696	0.05240149507
697	0.05233390685
698	0.0523284878
699	0.0522126835
700	0.05217699475
701	0.05208629145
702	0.05201944408
703	0.05195481745
704	0.05183327302
705	0.0516126721
706	0.05157157402
707	0.05150173621
708	0.05141284647
709	0.05134831239
710	0.05126001011
711	0.05116558575
712	0.05115122622
713	0.05103528368
714	0.05094518692
715	0.05072727595
716	0.05057411913
717	0.05051725681
718	0.05048056117
719	0.05039592444
720	0.05023972678
721	0.05013242506
722	0.05011886438
723	0.04997333355
724	0.04985576572
725	0.0497225015
726	0.049661284
727	0.04956541816
728	0.04948927552
729	0.04935062006
730	0.0493152729
731	0.04923031085
732	0.0492051533
733	0.04910822317
734	0.04907973143
735	0.04902641464
736	0.04893052971
737	0.04891150065
738	0.04886264256
739	0.04871910314
740	0.04863526298
741	0.04845565129
742	0.04835453063
743	0.0482871723
744	0.04817939479
745	0.04812159729
746	0.04801675116
747	0.04796099745
748	0.04779461264
749	0.04763069893
750	0.04754686949
751	0.04749990952
752	0.04741235069
753	0.04736699362
754	0.04728730144
755	0.04723049451
756	0.04717631801
757	0.04705822801
758	0.04695167039
759	0.0468933787
760	0.04682151063
761	0.04668538432
762	0.04661126905
763	0.04658571701
764	0.04653307545
765	0.04647755175
766	0.04633863635
767	0.04621366043
768	0.04618942322
769	0.04613779688
770	0.04607626179
771	0.04602497521
772	0.04584391105
773	0.04579611455
774	0.04574564818
775	0.04569722759
776	0.04555827074
777	0.04554591896
778	0.04548497496
779	0.04544199242
780	0.04542321462
781	0.0452543924
782	0.04514043953
783	0.0451104793
784	0.04500741151
785	0.04484559311
786	0.04479980103
787	0.0446469061
788	0.04450263433
789	0.0444262396
790	0.04433935314
791	0.04427781439
792	0.04412382619
793	0.04403418752
794	0.04397560676
795	0.04393187546
796	0.04391207103
797	0.04379558453
798	0.04368447228
799	0.04361841259
800	0.04358818768
801	0.04350998668
802	0.04339840625
803	0.04336959261
804	0.04331871934
805	0.04316883217
806	0.04309875459
807	0.04306128284
808	0.04300905989
809	0.04291704595
810	0.04278091694
811	0.04273628637
812	0.04266441097
813	0.04256611595
814	0.04254530465
815	0.04253606167
816	0.0424712873
817	0.04236864866
818	0.04232367576
819	0.04226862118
820	0.04219222348
821	0.04215715214
822	0.04207108328
823	0.04197818689
824	0.04189175616
825	0.04185195614
826	0.04176330142
827	0.04162270168
828	0.04156116508
829	0.0414636032
830	0.04140702922
831	0.04136817424
832	0.04126918715
833	0.04118271784
834	0.04110160169
835	0.04104056027
836	0.04100310297
837	0.04090867257
838	0.04078856357
839	0.04072531192
840	0.04071095857
841	0.04062164346
842	0.04054625455
843	0.04047665784
844	0.04031843468
845	0.04028762047
846	0.04026219016
847	0.0402015756
848	0.04015282437
849	0.04013564827
850	0.04009713517
851	0.04005094429
852	0.03999906124
853	0.03995121733
854	0.03987999482
855	0.03984232567
856	0.03979076215
857	0.03970967694
858	0.03967474054
859	0.03963850393
860	0.0395891191
861	0.0394668847
862	0.03941361194
863	0.03933467353
864	0.03928691156
865	0.03922547968
866	0.0391527898
867	0.03906774934
868	0.03894481759
869	0.03886135181
870	0.03882152834
871	0.03869255322
872	0.03863270294
873	0.03858068665
874	0.03848028251
875	0.03844235796
876	0.0383987135
877	0.03831931619
878	0.03824620906
879	0.03818960087
880	0.03817576502
881	0.03809392152
882	0.03804986345
883	0.03795049474
884	0.03789064017
885	0.03788349505
886	0.03784009787
887	0.03780572854
888	0.03779953374
889	0.03773820344
890	0.03766753416
891	0.03760352349
892	0.03756152401
893	0.03743275723
894	0.03735570051
895	0.03726681586
896	0.03725942924
897	0.03721163445
898	0.03714498363
899	0.03703905631
900	0.03692653801
901	0.03686687602
902	0.03678270658
903	0.03668011936
904	0.03661740716
905	0.03656149004
906	0.03645732795
907	0.03643484348
908	0.03632973338
909	0.03628783005
910	0.03623926861
911	0.036158465
912	0.03610112313
913	0.03603442097
914	0.03599036209
915	0.0359467731
916	0.03590001057
917	0.0358486925
918	0.0357683681
919	0.03567645024
920	0.03560285776
921	0.03551108133
922	0.03543183967
923	0.03533547748
924	0.03525282027
925	0.03517674507
926	0.03510596555
927	0.03504302542
928	0.03499248644
929	0.03491994509
930	0.03489726386
931	0.03481217789
932	0.03476408673
933	0.03468842011
934	0.03465633581
935	0.03461037714
936	0.03456037342
937	0.03446560008
938	0.03441908096
939	0.0343631685
940	0.0343515108
941	0.03425309208
942	0.03420644566
943	0.0341559495
944	0.0341219716
945	0.03409851036
946	0.03407753029
947	0.03406535484
948	0.03399743939
949	0.03396627019
950	0.03386208676
951	0.03380427316
952	0.03375425999
953	0.03371886429
954	0.033668392
955	0.0336312605
956	0.03356217213
957	0.03348644762
958	0.03339430618
959	0.03332612568
960	0.03326640521
961	0.03324748674
962	0.03318220584
963	0.03315718787
964	0.03310029421
965	0.0330856109
966	0.03303840062
967	0.03295704297
968	0.03289404296
969	0.03285964795
970	0.03284415975
971	0.03276243187
972	0.03272310747
973	0.0326785474
974	0.03264820995
975	0.03257698028
976	0.03253602513
977	0.03249136786
978	0.03238998477
979	0.03236124077
980	0.03230771004
981	0.03225084261
982	0.03224045155
983	0.03221640869
984	0.03215117095
985	0.03209346419
986	0.03202077869
987	0.03194034243
988	0.03193052307
989	0.03191078035
990	0.03187754226
991	0.03185859962
992	0.03183672745
993	0.03174231156
994	0.0316978508
995	0.03168612883
996	0.03164105495
997	0.03156619628
998	0.03154063386
999	0.03151074548
